Post Date,Bank ID,Account Number,Account Name,Transaction Name - BAI,Status,Debit/Credit,Amount,Bank Reference,Customer Reference,Transaction Detail,BAI Code,Type,Details,CCY,Image,Advice Reference
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-31.12,10210271900,5169386,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-166.6,10420602000,5169381,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-151.75,10370101200,5169377,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-242.73,10170067000,5169374,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-99.39,10420292000,5169373,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-495.75,10370101300,5169372,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-68.53,10210305300,5169367,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-289.44,10210212100,5169352,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-27.12,10210461400,5169343,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-151.25,10270087100,5169342,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-114.04,10290487500,5169332,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-133.57,10270080900,5169329,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-112.94,10270080800,5169324,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-195,10050364400,5169321,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-287.59,10050306400,5169320,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-199.04,10430177600,5169319,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-342.72,10430187600,5169317,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-64.8,10270054700,5169316,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-558,10370115200,5169307,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-133.91,10260092700,5169304,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-687.34,10210270600,5169282,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-316.92,10370104700,5169278,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1626.82,10110001400,5169263,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2124.91,10370104800,5169250,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-147.26,10430202900,5169242,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-138.34,10270086400,5169227,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-193.62,10210193200,5169222,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-84.39,10270086000,5169217,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-4160.44,10100398000,5169203,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-87.39,10370114700,5169202,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-35.1,10050406200,5169195,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-797.7,10270082200,5169193,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-170,10100107100,5169191,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-278.23,10450309300,5169186,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-14.14,10010080000,5169179,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-173.79,10260021600,5169176,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-3786.94,10210191500,5169173,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-195.6,10260039700,5169172,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-390.67,10420271600,5169162,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-177.63,10170021200,5169154,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-10,10040005100,5169152,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-131.94,10390140600,5169151,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-210.97,10370104600,5169148,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-392.71,10110002100,5169141,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-147.7,10450018200,5169135,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-154.03,10260020900,5169134,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-560.7,10420622100,5169125,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-527.62,10290512700,5169117,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-525,10420246100,5169116,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-345,10040076600,5169115,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-568.33,10430208300,5169109,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-190.8,10270055100,5169092,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-129.72,10210299700,5169084,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-144.3,10270082500,5169077,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-120.6,10290667400,5169072,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-324.92,10420193400,5169071,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-203.71,10270081400,5169068,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-181.25,10270087000,5169049,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-246.23,10030013000,5169041,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-14.71,10290490000,5169040,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-4554,10110009600,5169028,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-187.5,10210340400,5169018,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1163.02,10110160800,5169013,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-85.19,10290452300,5169008,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-98.48,10210033300,5169007,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-100.62,10420333000,5169003,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-162.65,10270086700,5169002,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2754.66,10290512000,5168998,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-107.24,10470179800,5168992,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-881.21,10230005500,5168991,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2224.93,10110010700,5168984,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-5076.18,10040082100,5168983,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-90.48,10450288400,5168982,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-54.97,10360151100,5168969,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-87.75,10430146200,5168967,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-155.37,10370114300,5168960,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2047.02,10230005700,5168954,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-9367.81,10420415200,5168951,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-50.97,10270086300,5168947,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-529.45,10210167000,5168935,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-11.97,10430197700,5168931,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-378,10420516600,5168930,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-66,10170008300,5168928,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-290.7,10170067700,5168926,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-151.76,10440374000,5168917,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-13729.42,10290456100,5168915,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-81.09,10270048300,5168912,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-282.09,10470075000,5168907,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-173.04,10270005500,5168897,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-941.43,10210436600,5168893,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-130.01,10210269900,5168892,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-3289.84,10290459100,5168891,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-83.64,10270054900,5168886,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-155.07,10100557200,5168883,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-244.41,10230004800,5168881,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-132.39,10110044000,5168878,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-55.51,10210161200,5168870,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-394.61,10470140100,5168859,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-80,10110162400,5168849,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-127.97,10420146900,5168848,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-272.44,10290531700,5168845,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-347.73,10290666700,5168842,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1548.31,10290751300,5168827,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-181.69,10270087300,5168825,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-98.81,10260199000,5168823,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-109.2,10100397800,5168821,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1050,10270033500,5168817,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-123.42,10050285700,5168813,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-105.27,10210275400,5168809,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-130.04,10420133200,5168798,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-34.98,10110001000,5168788,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-124.54,10270005300,5168755,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-741.28,10450245600,5168736,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-539.18,10100336800,5168731,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-750,10420587600,5168717,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-54.19,10470085700,5168710,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-487.42,10110028100,5168704,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-80,10100015100,5168703,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-185.99,10100562000,5168701,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-80,10210227400,5168700,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-215.99,10450269300,5168699,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-227.02,10210269200,5168674,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-110.75,10470151800,5168672,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-69.09,10210103900,5168660,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1807.65,10210443600,5168656,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-202.03,10260031100,5168651,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-227.66,10100576000,5168642,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-152.58,10420043200,5168623,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-50.05,10110012900,5168604,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-220.85,10130043900,5168600,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-151.68,10110006500,5168597,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-70.13,10210142000,5168596,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-158.89,10450309100,5168513,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-540.5,10450309000,5168469,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-160.57,10430177700,5168420,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-98.85,10110009300,5168403,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-300,10420246000,5168329,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-36.6,10290623700,5168320,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-57.81,10470152900,5168317,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-433.5,10270019400,5168243,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-162.79,10050336800,5168198,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-367.23,10210141500,5168182,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-133.29,10050450600,5168176,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-74.63,10010057300,5168120,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-177.7,10010113900,5168116,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-5083.74,10170064900,5168078,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-495.06,10300024000,5168047,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1627.77,10450115600,5168040,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-142.5,10210104400,5168020,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-263.2,10010057500,5168008,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2766.24,10300101600,5168004,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2365.84,10450245400,5167988,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-377.9,10110000600,5167987,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-133.62,10420080700,5167957,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-908.8,10110162200,5167929,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-539.64,10470151900,5167924,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-47.68,10470152800,5167912,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-40.17,10450015900,5167896,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-147.7,10370115300,5167878,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-140.21,10210145500,5167840,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-167.14,10210028100,5167825,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1572.9,10210270400,5167815,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-85.81,10210143300,5167805,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-58.91,10420267300,5167786,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-64.03,10420067700,5167683,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-87.79,10450013000,5167681,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-697.3,10210437400,5167675,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-80.27,10210161500,5167673,CHECK,475,CHECKS PAID,,USD,Y,
05/26/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-250,10110010400,5167651,CHECK,475,CHECKS PAID,,USD,Y,
